Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.36    106.18     0.44 196000398     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.35    106.60     0.42 193589190     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.32    106.99     0.39 98000199     0.00     0.00  double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.32    107.38     0.39 196010397     0.00     0.00  std::allocator<double>::~allocator()
  0.32    107.76     0.38 193589190     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.31    108.14     0.38 304314948     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_M_get_Tp_allocator()
  0.31    108.51     0.38 196000398     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.31    108.89     0.38 98000199     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<double> >::_S_select_on_copy(std::allocator<double> const&)
  0.31    109.26     0.37 291669390     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.30    109.62     0.36 210273118     0.00     0.00  __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >::base() const
  0.30    109.98     0.36 98000199     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.30    110.34     0.36 98000199     0.00     0.00  double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
  0.29    110.69     0.35 98080200     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.27    111.02     0.33 196000398     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.27    111.35     0.33 95498991     0.00     0.00  std::vector<Value, std::allocator<Value> >::clear()
  0.27    111.67     0.32 98080200     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.26    111.98     0.31 207026231     0.00     0.00  std::allocator<Value>::~allocator()
  0.26    112.29     0.31 196000398     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.25    112.60     0.31 98080200     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.24    112.88     0.29 196000398     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.24    113.17     0.29 103518499     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_Vector_impl::~_Vector_impl()
  0.24    113.45     0.29 103507732     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_Vector_base(unsigned long, std::allocator<Value> const&)
  0.23    113.73     0.28 98000199     0.00     0.00  std::enable_if<!std::allocator_traits<std::allocator<double> >::__select_helper<std::allocator<double> const>::value, std::allocator<double> const>::type std::allocator_traits<std::allocator<double> >::_S_select<std::allocator<double> const>(std::allocator<double> const&)
  0.22    114.00     0.27 199097560     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Value*>(Value*, Value*)
  0.22    114.27     0.27 196000398     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, false>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.22    114.53     0.26        4     0.07     0.07  Grid::operator=(Grid const&)
  0.21    114.78     0.26 196000398     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
